geneName	h1_T0	h1_T12	h2_T0	h2_T12
TNFSF18	25	0	38	6
TNFSF4	123	70	238	111
TNFSF8	0	0	0	0
TNIK	33	180	7	28
TNIP1	596	949	630	1207
TNIP2	61	65	77	83
TNIP3	8	10	1	5
TNK1	14	8	9	5
TNKS2	1176	1632	751	742
TNMD	0	0	1	0
TNN	0	0	2	1
TNNC1	5	9	64	35
TNNC2	11	2	23	6
TNNI1	0	2	0	0
TNNI2	0	0	0	0
TNNI3	0	0	0	0
TNNT1	2	0	1	0
TNNT2	0	0	0	0
TNNT3	0	0	0	0
TNP2	0	0	0	0
TNPO1	2257	2583	1224	1133
TNPO2	826	1242	715	1049
TNPO3	371	545	275	345
TNR	0	0	0	0
TNRC18	725	559	527	395
TNRC6A	908	770	598	377
TNRC6C	142	177	92	73
TNS1	937	2073	750	1823
TNS3	1000	462	785	495
TNS4	4	4	2	2
TOB1	532	432	373	320
TOE1	52	86	59	131
TOM1	576	640	616	860
TOM1L1	92	63	74	35
TOM1L2	345	342	338	375
TOMM20L	0	1	0	3
TOMM22	90	143	92	240
TOMM34	222	1049	162	851
TOMM40L	134	219	132	250
TOMM70A	675	1487	504	964
TONSL	37	72	41	47
TOP1	267	451	177	259
TOP1MT	121	62	122	59
TOP2A	70	60	30	27
TOP2B	1088	1218	898	513
TOP3A	145	281	123	249
TOP3B	103	96	119	96
TOPBP1	274	517	164	201
TOPORS	428	442	237	233
TOR1A	550	812	481	865
TOR1AIP1	753	741	600	505
TOR1AIP2	177	231	92	113
TOR1B	134	208	132	199
TOR2A	43	38	33	34
TOR3A	311	427	285	372
TOX	185	24	326	33
TOX2	35	21	7	3
TOX3	0	0	0	0
TOX4	130	171	134	190
TP53	186	99	174	162
TP53BP1	1155	913	795	560
TP53BP2	339	269	263	257
TP53I11	111	85	161	106
TP53I13	76	113	123	185
TP53I3	177	133	212	203
TP53INP1	1178	411	700	287
TP53INP2	214	163	206	210
TP53TG5	3	9	7	13
TP63	3	1	0	0
TP73	0	0	0	0
TPBG	1155	560	1027	432
TPCN1	223	134	141	118
TPCN2	66	70	65	83
TPD52	36	69	37	87
TPD52L1	300	91	699	124
TPD52L3	0	0	0	0
TPGS2	839	648	1182	782
TPH1	2	4	0	1
TPH2	0	0	0	0
TPK1	4	3	3	3
TPM1	10327	36330	15580	41698
TPM2	5461	8122	9393	13571
TPM3	312	871	266	812
TPM4	29	177	44	201
TPP1	1940	1132	1091	758
TPP2	523	783	330	435
TPPP	0	0	0	0
TPPP2	0	0	0	0
TPRA1	242	267	292	347
TPRG1	1	0	0	0
TPRG1L	255	239	187	184
TPRKB	59	105	56	61
TPRN	38	47	36	56
TPST1	528	511	457	588
TPST2	401	1032	220	749
TPX2	49	97	22	70
TRA2B	569	1462	614	1368
TRABD	50	78	63	93
TRADD	129	76	124	130
TRAF1	24	1	7	5
TRAF2	64	116	70	130
TRAF3	54	164	36	128
TRAF3IP1	128	107	77	76
TRAF3IP2	168	180	162	373
TRAF3IP3	6	18	4	17
TRAF4	269	405	296	724
TRAF5	259	77	256	88
TRAF6	56	69	53	55
TRAF7	769	1000	733	997
TRAFD1	405	351	363	307
TRAIP	14	10	11	20
TRAK2	1085	1511	782	1183
TRAM1	4919	4675	4157	2554
TRAM2	603	1201	484	739
TRANK1	588	150	189	81
TRAP1	213	367	182	426
TRAPPC1	380	410	445	628
TRAPPC10	485	671	426	444
TRAPPC11	312	350	286	260
TRAPPC12	206	246	180	232
TRAPPC2	28	31	47	28
TRAPPC3	457	574	451	676
TRAPPC4	294	549	373	878
TRAPPC6B	78	120	64	41
TRAPPC8	318	453	226	204
TRAT1	0	0	0	0
TRDMT1	86	106	51	52
TRDN	0	0	0	0
TREM1	0	0	0	0
TREM2	0	0	0	0
TREML1	0	0	0	0
TREML2	0	0	0	0
TRERF1	205	44	122	50
TRH	1	0	0	0
TRHDE	6	24	0	0
TRHR	0	0	0	0
TRIB1	44	124	25	37
TRIB2	197	191	196	361
TRIB3	559	188	1016	385
TRIM10	0	0	0	0
TRIM11	112	112	101	154
TRIM13	160	170	152	166
TRIM14	65	269	73	337
TRIM15	0	0	0	0
TRIM17	6	0	8	2
TRIM2	650	281	399	133
TRIM21	96	51	84	72
TRIM22	2187	663	1896	654
TRIM23	149	197	118	48
TRIM24	109	147	87	79
TRIM25	770	940	573	890
TRIM26	91	105	74	106
TRIM27	438	696	318	684
TRIM28	410	756	454	887
TRIM29	19	14	5	10
TRIM3	156	174	144	182
TRIM31	0	0	0	1
TRIM32	353	580	314	480
TRIM33	495	433	290	162
TRIM35	93	129	76	125
TRIM36	1	1	0	1
TRIM37	352	349	216	178
TRIM38	195	144	98	133
TRIM39	223	163	164	194
TRIM40	0	0	0	0
TRIM42	0	0	0	0
TRIM44	931	953	640	720
TRIM45	19	6	35	14
TRIM46	19	10	9	15
TRIM47	64	22	49	16
TRIM5	239	170	254	236
TRIM52	69	57	59	32
TRIM54	1	1	0	1
TRIM55	1	0	1	0
TRIM56	89	66	50	21
TRIM58	0	0	0	0
TRIM60	0	0	0	0
TRIM62	37	15	39	13
TRIM63	0	0	0	0
TRIM67	5	1	1	0
TRIM68	96	66	62	61
TRIM69	15	2	15	2
TRIM7	12	14	12	14
TRIM71	0	0	0	0
TRIM72	0	1	1	0
TRIM8	1058	914	1225	781
TRIM9	0	1	3	8
TRIML2	0	5	0	6
TRIP10	454	263	509	260
TRIP11	293	318	131	103
TRIP12	1963	2645	1256	1407
TRIP13	21	68	19	63
TRIP4	160	314	187	257
TRIP6	940	818	1049	1035
TRIT1	107	156	153	216
TRMT1	96	202	87	239
TRMT11	74	85	57	19
TRMT112	384	543	452	977
TRMT12	124	105	90	96
TRMT1L	180	186	115	73
TRMT2A	245	301	215	307
TRMT2B	95	103	81	76
TRMT5	190	244	151	170
TRMT6	75	204	84	155
TRMT61A	55	98	51	159
TRMT61B	123	174	106	118
TRMU	83	119	75	152
TRNAU1AP	66	45	62	102
TRNT1	118	210	94	132
TROAP	4	4	11	5
TROVE2	177	235	78	69
TRPA1	121	148	104	86
TRPC1	285	252	150	117
TRPC3	2	1	4	2
TRPC4AP	903	1143	810	1164
TRPC5	2	0	0	0
TRPC6	18	0	53	6
TRPC7	0	0	0	0
TRPM2	0	1	0	0
TRPM3	1	0	0	0
TRPM4	96	88	139	95
TRPM5	1	0	1	0
TRPM6	0	0	0	0
TRPM7	643	587	330	205
TRPM8	0	0	0	1
TRPS1	510	410	332	324
TRPT1	99	114	121	184
TRPV1	21	18	28	18
TRPV4	38	16	46	32
TRPV5	0	0	0	0
TRRAP	806	687	508	450
TRUB1	53	96	33	76
TRUB2	171	230	150	299
TSC1	362	319	199	191
TSC2	565	352	455	361
TSC22D2	395	354	217	155
TSC22D3	432	676	507	762
TSEN15	77	102	141	124
TSEN2	44	82	51	78
TSEN34	284	267	326	390
TSEN54	82	64	61	59
TSFM	97	151	96	153
TSG101	404	524	494	601
TSGA13	0	0	0	0
TSHB	0	0	0	0
TSHR	18	8	0	1
TSHZ1	587	309	599	266
TSHZ2	157	71	65	55
TSHZ3	418	752	397	767
TSKS	2	0	1	1
TSKU	45	48	53	86
TSLP	6	2	11	4
TSN	378	623	331	521
TSNARE1	37	5	23	9
TSNAX	109	172	80	76
TSNAXIP1	17	7	19	9
TSPAN1	7	8	6	3
TSPAN10	71	46	38	27
TSPAN11	3	7	2	3
TSPAN12	10	24	2	4
TSPAN13	10	384	10	223
TSPAN14	67	32	80	44
TSPAN15	0	0	1	0
TSPAN16	0	0	0	0
TSPAN18	328	163	379	331
TSPAN2	38	177	50	226
TSPAN3	3130	2101	2273	1386
TSPAN31	326	307	272	428
TSPAN33	1	3	4	6
TSPAN4	342	280	449	414
TSPAN5	455	1003	282	672
TSPAN6	295	215	235	227
TSPAN7	2	3	1	0
TSPAN8	0	3	2	0
TSPAN9	45	36	80	63
TSPEAR	0	1	0	0
TSPO	842	1054	1161	1986
TSPO2	0	0	0	0
TSPYL1	975	912	724	718
TSPYL6	1	0	0	0
TSR1	207	593	177	518
TSSC1	97	175	95	222
TSSC4	244	287	267	451
TSSK3	38	15	42	10
TSSK4	26	11	16	9
TST	177	115	133	112
TSTA3	197	459	243	726
TSTD1	0	0	0	0
TSTD2	277	256	234	259
TTBK1	0	0	0	0
TTBK2	210	89	114	42
TTC1	288	362	267	360
TTC12	53	32	36	51
TTC13	157	114	125	97
TTC14	855	504	416	86
TTC16	1	0	0	0
TTC17	924	756	742	544
TTC18	52	8	23	3
TTC21A	74	20	29	20
TTC21B	272	225	190	158
TTC22	0	0	0	0
TTC23	258	203	162	172
TTC23L	1	0	2	0
TTC24	0	0	0	0
TTC26	50	109	63	58
TTC27	195	309	156	221
TTC28	1295	452	1011	326
TTC29	0	0	0	0
TTC3	206	223	119	93
TTC30B	49	30	48	28
TTC31	189	228	187	188
TTC32	41	16	18	2
TTC33	145	124	81	48
TTC34	0	0	0	0
TTC35	196	203	169	49
TTC36	0	0	1	0
TTC37	1149	1342	722	413
TTC38	48	81	48	90
TTC39A	4	3	4	4
TTC39B	61	26	37	33
TTC39C	71	38	86	54
TTC4	120	290	111	313
TTC5	80	99	67	120
TTC6	0	0	0	0
TTC7A	653	919	851	974
TTC7B	231	202	190	164
TTC8	305	388	294	357
TTC9	29	12	109	24
TTC9C	116	134	112	175
TTF1	104	121	79	76
TTF2	77	129	61	133
TTI1	193	223	149	243
TTI2	100	172	101	173
TTK	8	24	5	5
TTL	95	199	50	182
TTLL1	94	58	88	57
TTLL11	37	72	31	94
TTLL12	86	235	74	345
TTLL2	0	0	0	0
TTLL4	103	151	80	91
TTLL6	0	0	0	0
TTLL7	204	80	112	14
TTLL9	1	0	0	0
TTPA	3	1	0	0
TTPAL	114	211	86	118
TTR	1	0	8	8
TTYH1	0	1	0	0
TTYH2	6	5	11	9
TTYH3	1069	1329	1048	1231
TUB	155	172	74	175
TUBA4A	115	239	50	132
TUBA8	7	12	13	20
TUBAL3	0	0	0	0
TUBB	4491	16565	4568	19749
TUBB1	4	10	6	3
TUBB2A	80	266	66	254
TUBB2B	154	618	198	701
TUBB3	194	1764	234	3282
TUBB4B	1035	3657	1189	4265
TUBB6	1251	7012	1798	7881
TUBD1	16	15	16	9
TUBE1	217	119	206	104
TUBG1	19	33	15	35
TUBGCP2	376	497	352	539
TUBGCP4	126	132	87	108
TUBGCP5	119	229	96	173
TUFM	167	264	180	347
TUFT1	286	120	285	40
TULP1	1	0	0	0
TULP3	260	275	325	274
TULP4	207	132	127	85
TUSC2	72	77	72	89
TUSC3	210	208	700	612
TWF1	22	37	12	9
TWIST1	486	233	776	409
TWIST2	587	339	413	432
TWISTNB	274	429	231	181
TWSG1	1504	1388	1265	1065
TXK	0	0	0	0
TXLNA	244	262	164	224
TXLNB	0	0	1	0
TXNDC11	295	626	275	700
TXNDC15	488	715	540	1034
TXNDC16	70	41	16	17
TXNDC17	110	241	106	264
TXNDC2	0	0	0	0
TXNDC3	0	0	0	0
TXNDC5	958	1347	1018	1550
TXNDC8	0	0	0	0
TXNDC9	188	417	179	99
TXNL1	285	402	272	429
TXNL4A	117	196	144	263
TXNL4B	19	57	22	52
TXNRD2	129	113	170	149
TXNRD3	89	99	75	74
TYK2	379	590	325	388
TYMP	70	69	56	91
TYMS	94	123	78	141
TYR	0	0	0	0
TYRO3	8	12	5	24
TYROBP	0	0	0	0
TYRP1	1	0	0	0
TYSND1	37	12	27	15
TYW1	0	1	4	0
TYW3	170	216	115	116
TYW5	92	95	96	65
U2AF1	263	346	201	271
U2SURP	724	923	515	347
UACA	2312	2083	942	552
UAP1	851	3053	640	1776
UAP1L1	142	98	37	58
UBA2	68	113	55	101
UBA3	406	426	472	328
UBA5	402	663	275	276
UBA6	211	406	129	164
UBA7	285	39	237	75
UBAC1	198	177	197	303
UBAC2	526	523	543	627
UBAP1	394	479	491	557
UBAP2	145	225	123	202
UBAP2L	1201	1524	1029	1463
UBASH3A	0	0	0	0
UBASH3B	54	502	54	358
UBE2A	168	204	157	195
UBE2B	521	522	592	356
UBE2CBP	30	32	22	18
UBE2D1	188	187	223	106
UBE2D2	413	631	492	635
UBE2D4	139	169	142	185
UBE2E1	671	691	730	537
UBE2G1	420	558	475	467
UBE2G2	690	738	527	556
UBE2H	1844	1459	1420	1105
UBE2I	416	495	502	723
UBE2J1	244	533	206	428
UBE2K	597	1296	550	770
UBE2N	307	1116	391	925
UBE2O	126	185	80	150
UBE2Q1	570	644	584	761
UBE2T	16	54	12	42
UBE2U	0	0	0	0
UBE2V2	3	3	0	0
UBE2Z	316	339	235	271
UBE3A	432	500	334	316
UBE3B	658	545	446	403
UBE3C	864	1904	830	1742
UBE4A	666	689	497	456
UBE4B	641	550	526	577
UBFD1	849	1246	771	1223
UBIAD1	40	89	61	110
UBL3	1970	4136	1886	1380
UBL4A	73	159	72	205
UBL5	157	228	194	411
UBL7	179	152	183	220
UBLCP1	324	463	248	206
UBN1	358	385	252	273
UBN2	194	126	64	43
UBP1	663	1083	571	899
UBQLN1	625	975	539	718
UBQLN2	127	122	113	96
UBQLN3	0	0	0	0
UBQLN4	3	7	5	6
UBQLNL	7	0	1	0
UBR1	371	649	245	318
UBR2	565	377	396	224
UBR4	2688	1848	1660	1051
UBR5	1471	1450	1011	782
UBR7	252	521	251	421
UBTD1	255	244	230	261
UBTD2	575	497	623	364
UBTF	541	746	534	831
UBXN1	552	421	603	485
UBXN10	1	0	1	0
UBXN11	110	69	92	82
UBXN2A	130	103	143	82
UBXN2B	7	5	11	4
UBXN4	1559	1658	1284	1019
UBXN6	1023	953	1092	1276
UCHL1	392	337	133	166
UCHL3	89	260	90	167
UCHL5	121	278	93	134
UCK1	146	153	149	164
UCK2	534	1068	475	988
UCKL1	140	122	157	174
UCMA	0	0	0	0
UCN	4	2	5	1
UCN3	0	0	0	0
UCP1	0	0	0	0
UCP2	3	0	17	4
UCP3	7	6	5	2
UEVLD	196	276	145	129
UFC1	362	357	401	411
UFL1	420	634	268	237
UFM1	1058	2422	799	804
UFSP1	14	20	9	22
UFSP2	147	128	177	107
UGCG	627	613	381	177
UGDH	508	1155	430	660
UGGT1	990	1477	663	806
UGGT2	496	569	361	204
UGP2	1372	1312	1524	692
UGT2A3	0	0	0	0
UGT3A1	0	0	0	0
UGT8	1	0	0	0
UHMK1	317	639	153	236
UHRF1	6	140	6	63
UHRF1BP1	123	111	78	77
UHRF1BP1L	376	698	281	313
UHRF2	343	403	213	141
UIMC1	126	138	139	156
ULBP1	4	2	2	2
ULK2	489	196	480	155
ULK3	72	88	60	77
UMOD	0	0	0	0
UMODL1	0	1	0	0
UMPS	161	352	129	370
UNC119	162	112	194	174
UNC13A	3	1	1	3
UNC13C	0	0	0	0
UNC13D	20	0	14	2
UNC45B	0	0	0	0
UNC50	287	281	306	280
UNC5A	0	0	0	1
UNC5B	303	244	303	267
UNC5C	0	1	0	0
UNC5CL	3	0	0	0
UNC5D	0	0	0	0
UNC79	3	0	1	0
UNC93A	0	0	0	0
UNG	183	206	160	177
UNK	120	89	101	104
UPB1	0	0	0	0
UPF1	518	785	639	987
UPF2	393	552	306	214
UPF3B	41	38	30	16
UPK1A	2	1	5	1
UPK2	11	10	7	11
UPK3A	0	0	0	0
UPP1	115	365	125	349
UPP2	1	0	1	0
UPRT	89	124	87	120
UQCC	150	222	153	229
UQCR11	187	227	262	415
UQCRB	751	874	789	382
UQCRC1	460	740	508	945
UQCRC2	642	887	548	808
UQCRQ	261	399	429	957
URB1	305	874	270	700
URB2	101	265	68	244
URGCP	487	515	535	612
URI1	668	812	524	461
URM1	520	493	582	736
UROC1	0	0	0	0
UROD	447	443	432	676
UROS	227	274	212	443
USE1	100	82	108	168
USF1	209	256	172	389
USF2	436	351	475	532
USH1C	0	0	0	0
USH2A	3	3	0	0
USHBP1	0	0	0	0
USMG5	14	45	15	61
USO1	994	2166	807	1042
USP1	333	530	233	150
USP10	14	31	12	32
USP13	84	166	56	110
USP14	598	1030	516	649
USP15	404	642	312	244
USP16	503	811	386	260
USP19	407	322	348	310
USP2	11	4	8	11
USP20	149	148	122	150
USP21	136	90	108	81
USP22	396	366	361	411
USP25	714	430	400	182
USP26	0	0	0	0
USP28	209	152	165	129
USP3	141	120	112	128
USP30	132	74	94	87
USP31	40	83	18	49
USP32	141	188	111	106
USP33	652	581	462	382
USP34	1904	1400	990	502
USP36	305	480	237	384
USP37	46	66	19	44
USP38	263	458	158	179
USP39	417	505	380	566
USP4	533	645	491	627
USP40	322	248	266	202
USP42	135	137	114	119
USP43	3	3	2	1
USP44	1	0	2	0
USP45	197	216	123	75
USP46	245	372	175	171
USP47	1210	1328	826	516
USP48	631	561	507	347
USP49	120	45	72	22
USP5	624	870	532	937
USP50	16	19	10	10
USP53	2800	523	369	86
USP54	148	67	113	69
USP6NL	136	94	134	70
USP7	295	519	238	358
USP8	175	197	141	114
USPL1	130	254	113	179
UST	460	415	467	526
UTP11L	114	286	158	278
UTP14A	50	129	43	103
UTP15	89	221	74	104
UTP20	302	696	149	397
UTP23	135	136	110	80
UTP3	339	638	329	370
UTP6	107	243	114	246
UTRN	2160	1208	1232	571
UTS2	0	0	0	0
UTS2D	12	7	1	5
UVRAG	208	142	153	98
UXS1	286	494	267	439
VAC14	180	288	124	197
VAMP1	305	122	235	91
VAMP2	576	295	686	318
VAMP3	242	365	231	302
VAMP4	94	49	88	22
VAMP5	335	267	516	782
VAMP8	6	3	6	5
VANGL1	322	398	272	360
VANGL2	0	0	0	0
VAPB	382	577	373	625
VARS	347	859	318	1029
VARS2	196	130	148	135
VASH1	29	15	23	29
VASH2	1	0	2	1
VASN	10	7	5	4
VAT1	1364	772	1111	811
VAT1L	1	4	10	25
VAV1	1	0	0	0
VAV2	121	167	94	180
VAV3	7	34	2	6
VAX1	0	0	0	0
VAX2	7	5	12	10
VCAM1	67	8	8	1
VCAN	12261	9999	5158	3426
VCP	2607	5762	2293	5643
VCPIP1	362	405	181	155
VDAC3	152	168	134	222
VEGFB	577	384	481	527
VEGFC	402	1267	499	1287
VEPH1	363	384	197	132
VEZF1	500	360	432	164
VEZT	490	545	362	291
VGF	0	1	0	1
VGLL1	0	0	0	0
VGLL2	0	0	0	0
VGLL3	10569	4668	6889	1669
VGLL4	120	134	93	183
VHL	239	151	163	101
VIL1	51	74	26	54
VILL	62	45	60	58
VIM	37159	42583	37542	42986
VIP	2	2	1	0
VIPR2	0	0	0	0
VIT	329	118	232	120
VLDLR	396	382	459	334
VMA21	5	2	4	5
VMO1	4	1	4	5
VMP1	907	1267	850	1147
VNN1	2	6	0	0
VNN2	0	0	0	0
VNN3	0	0	0	0
VOPP1	25	58	22	67
VPRBP	288	375	259	277
VPREB1	0	0	0	0
VPS13A	708	338	255	49
VPS13B	1093	599	700	209
VPS13C	1089	589	385	149
VPS16	154	124	145	172
VPS18	351	302	267	383
VPS28	195	173	299	334
VPS29	451	454	387	330
VPS33B	68	94	92	102
VPS35	476	541	334	394
VPS36	508	501	422	282
VPS37C	246	206	288	270
VPS37D	3	2	9	3
VPS39	619	485	421	406
VPS41	575	371	324	200
VPS45	388	454	317	305
VPS4A	687	1118	823	1479
VPS4B	584	593	425	323
VPS52	309	270	306	388
VPS54	257	385	177	150
VPS72	236	273	260	413
VPS8	339	226	213	123
VRK1	31	77	28	56
VRK2	140	165	113	71
VRK3	70	84	92	104
VSIG1	0	0	0	0
VSIG10L	11	7	13	12
VSIG2	0	0	0	0
VSIG4	0	0	0	0
VSIG8	14	2	8	2
VSTM2A	0	0	0	0
VSTM2L	17	58	45	108
VSX1	0	0	0	0
VSX2	0	0	0	0
VTA1	412	657	345	316
VTCN1	0	0	0	0
VTI1A	260	365	155	290
VTN	6	0	6	1
VWA1	5	6	8	12
VWA3B	0	0	0	0
VWA5A	45	5	21	14
VWA5B1	0	0	0	0
VWA5B2	1	1	1	0
VWA7	2	2	0	2
VWC2L	0	0	0	0
VWCE	51	18	16	6
VWDE	2	0	0	0
VWF	2	7	2	6
WAC	1236	1322	976	766
WAPAL	479	657	342	293
WARS	1623	1364	1631	1645
WARS2	118	82	86	75
WASF3	807	930	608	476
WASL	626	757	593	570
WBP11	73	98	61	71
WBP2	672	196	633	211
WBP2NL	5	5	6	3
WBP5	750	958	586	374
WBSCR16	52	75	49	102
WBSCR17	0	0	0	1
WBSCR22	195	264	210	389
WDFY1	233	375	161	167
WDFY2	41	174	41	143
WDFY3	1426	790	882	397
WDHD1	34	138	21	62
WDPCP	35	50	34	26
WDR1	3033	6516	4008	7168
WDR11	835	755	691	513
WDR13	256	227	284	310
WDR16	1	0	2	0
WDR18	72	114	63	152
WDR19	544	205	303	105
WDR20	157	248	142	191
WDR24	94	93	73	106
WDR25	54	84	57	103
WDR26	1606	1373	1157	880
WDR27	107	52	79	26
WDR3	216	573	155	397
WDR31	41	13	13	6
WDR33	245	321	202	219
WDR34	273	306	406	358
WDR35	289	342	167	146
WDR36	115	283	75	136
WDR37	257	421	196	273
WDR38	0	0	0	0
WDR4	22	89	21	92
WDR41	490	592	578	443
WDR43	376	935	265	474
WDR46	326	677	381	875
WDR47	351	443	305	280
WDR48	496	303	421	276
WDR49	0	0	0	0
WDR53	25	37	20	17
WDR54	62	58	69	105
WDR55	138	375	131	363
WDR59	187	141	179	133
WDR6	1526	1284	894	806
WDR61	200	324	206	464
WDR63	39	21	32	9
WDR64	1	0	0	0
WDR65	20	1	22	3
WDR67	87	82	75	78
WDR69	1	2	0	4
WDR7	222	225	140	127
WDR70	129	151	125	195
WDR72	0	0	0	0
WDR73	76	87	97	88
WDR75	232	441	169	310
WDR76	25	99	12	57
WDR77	215	516	213	538
WDR81	438	382	286	364
WDR82	1107	1504	1085	1608
WDR83	217	211	236	319
WDR83OS	420	440	605	836
WDR85	92	134	116	124
WDR86	2	0	1	0
WDR87	0	0	0	0
WDR88	7	5	1	2
WDR89	45	108	41	28
WDR91	97	89	69	77
WDR93	0	0	0	0
WDR96	2	3	3	0
WDSUB1	67	20	80	25
WDTC1	671	408	697	446
WDYHV1	36	95	45	92
WEE1	693	307	447	175
WFDC1	9	15	72	58
WFDC10A	0	0	0	0
WFDC10B	0	0	0	0
WFDC11	0	0	0	0
WFDC12	0	0	0	0
WFDC13	0	0	0	0
WFDC2	0	0	0	0
WFDC3	5	2	2	5
WFDC5	0	0	0	0
WFDC8	0	0	0	0
WFIKKN2	0	0	0	0
WHSC1	445	647	351	405
WHSC1L1	318	259	210	158
WHSC2	157	104	136	146
WIBG	124	184	174	266
WIF1	3	6	0	0
WIPF1	997	814	1271	725
WIPF2	574	392	629	470
WIPI1	444	436	370	509
WIPI2	533	608	528	580
WISP1	89	105	38	20
WISP2	1760	666	1765	2082
WISP3	27	11	18	13
WLS	216	161	79	187
WNK1	2297	1757	1817	967
WNK3	15	7	5	6
WNK4	17	90	9	48
WNT1	0	2	1	4
WNT10A	0	1	0	1
WNT10B	15	39	11	29
WNT11	12	2	25	2
WNT16	0	0	1	0
WNT2	30	62	16	166
WNT2B	8	3	5	0
WNT3	42	27	30	16
WNT3A	0	0	1	0
WNT4	39	29	10	8
WNT5A	3701	3890	5611	2872
WNT5B	905	3391	992	3300
WNT7B	0	3	0	3
WNT8A	0	0	0	0
WNT8B	1	0	0	0
WNT9A	4	16	6	13
WNT9B	2	2	2	1
WRAP53	47	53	27	73
WRAP73	105	101	90	100
WRB	137	118	128	80
WRN	244	387	155	174
WRNIP1	349	391	354	367
WSB1	1573	627	1184	538
WSB2	285	943	285	693
WSCD1	0	4	4	7
WSCD2	0	0	0	1
WT1	0	0	0	1
WTAP	195	193	141	138
WTIP	83	80	103	100
WWC1	20	218	12	115
WWC2	1247	1470	1372	786
WWC3	140	215	110	156
WWOX	20	11	29	17
WWP1	127	178	119	107
WWP2	143	119	180	151
WWTR1	853	603	786	681
XAB2	255	226	224	255
XAF1	86	32	70	16
XAGE5	0	0	0	0
XBP1	1112	1657	1297	2499
XCR1	0	0	0	0
XDH	3	49	3	30
XG	8	5	6	9
XIRP2	0	1	0	0
XK	0	0	0	1
XKR4	0	0	0	0
XKR7	0	0	0	0
XKR8	4	7	1	4
XKR9	5	4	3	4
XKRX	1	0	0	0
XPA	105	82	91	43
XPC	713	330	645	344
XPNPEP1	420	717	437	848
XPNPEP2	20	8	22	24
XPNPEP3	33	35	32	31
XPO1	1452	1597	910	744
XPO4	321	561	254	294
XPO5	374	666	259	588
XPO6	556	767	525	670
XPO7	760	785	539	589
XPOT	354	316	324	181
XPR1	345	520	261	390
XRCC1	116	144	131	138
XRCC2	2	6	0	0
XRCC3	50	35	36	30
XRCC4	25	59	39	30
XRCC6	189	316	173	395
XRCC6BP1	52	28	13	13
XRN1	725	749	398	249
XRN2	657	813	519	770
XRRA1	210	215	129	147
XXYLT1	345	495	305	605
XYLB	41	54	18	53
XYLT1	194	2686	80	1184
XYLT2	343	405	260	325
YAE1D1	105	210	104	115
YAF2	120	213	139	136
YAP1	2322	2312	1929	1477
YARS	1255	1326	1269	1606
YBEY	60	60	54	69
YBX1	8	8	5	9
YEATS2	343	424	348	402
YES1	18	24	16	7
YIF1A	383	669	438	1011
YIF1B	111	182	175	265
YIPF1	158	187	133	156
YIPF2	319	476	406	665
YIPF3	890	921	1133	1337
YIPF4	358	313	300	149
YIPF5	1663	3163	1441	2206
YIPF6	207	260	159	161
YLPM1	636	565	459	441
YME1L1	879	1527	644	911
YOD1	11	13	7	5
YPEL3	282	81	356	126
YPEL5	1428	879	1233	690
YRDC	29	79	43	130
YSK4	0	0	0	0
YTHDC1	942	858	743	381
YTHDC2	425	481	293	191
YTHDF1	485	524	424	560
YTHDF2	433	500	433	452
YWHAB	2207	4504	2410	3933
YWHAG	555	1066	458	888
YWHAH	928	1718	1001	1647
YY1	987	835	825	635
YY1AP1	29	24	21	27
ZACN	216	212	177	214
ZAP70	0	0	0	1
ZAR1	2	2	0	0
ZBBX	0	0	0	0
ZBED2	0	1	0	0
ZBED5	358	300	341	175
ZBP1	0	0	0	0
ZBTB1	134	140	107	83
ZBTB10	95	46	52	29
ZBTB11	252	293	159	164
ZBTB12	1	0	0	1
ZBTB16	0	0	0	1
ZBTB17	189	211	170	239
ZBTB2	182	374	142	295
ZBTB20	51	14	13	5
ZBTB22	343	155	334	215
ZBTB24	53	53	42	42
ZBTB25	74	61	48	68
ZBTB26	86	54	74	33
ZBTB3	5	1	5	1
ZBTB32	3	3	0	2
ZBTB33	219	200	146	85
ZBTB34	233	202	174	142
ZBTB37	47	28	18	14
ZBTB38	1992	2716	1157	1129
ZBTB39	109	91	87	102
ZBTB4	407	232	327	246
ZBTB40	558	496	361	261
ZBTB41	129	161	42	32
ZBTB42	12	19	11	12
ZBTB43	230	332	172	195
ZBTB44	367	140	231	102
ZBTB46	44	23	49	20
ZBTB47	766	882	883	844
ZBTB48	108	73	114	66
ZBTB49	54	38	35	42
ZBTB5	183	168	166	168
ZBTB7A	126	116	111	80
ZBTB7B	285	212	240	237
ZBTB7C	0	0	0	0
ZBTB8A	39	41	27	22
ZBTB9	63	111	63	129
ZC3H10	94	69	87	83
ZC3H11A	331	284	195	144
ZC3H12A	45	82	44	82
ZC3H12B	47	41	49	30
ZC3H12C	306	200	183	89
ZC3H12D	1	2	0	0
ZC3H14	616	723	486	434
ZC3H15	99	234	77	71
ZC3H18	277	372	250	410
ZC3H3	84	51	79	80
ZC3H4	229	245	228	253
ZC3H6	195	87	128	51
ZC3H7A	649	781	611	559
ZC3H7B	855	754	722	663
ZC3HAV1	316	322	203	181
ZC3HAV1L	28	48	16	30
ZC3HC1	124	133	125	157
ZC4H2	99	52	85	67
ZCCHC10	5	5	4	5
ZCCHC11	434	215	307	114
ZCCHC12	0	0	0	0
ZCCHC14	477	604	332	390
ZCCHC16	0	0	0	0
