geneName	h1_P	h2_P	h1_T12	h2_T12
KCNK5	0	0	0	0
KCNK6	19	49	44	50
KCNK7	1	0	0	0
KCNK9	1	6	7	48
KCNMB1	0	2	1	0
KCNMB2	0	0	0	0
KCNMB3	1	9	1	0
KCNMB4	9	10	8	9
KCNN1	0	0	0	2
KCNN2	0	0	0	0
KCNN3	1	0	3	0
KCNN4	49	75	29	42
KCNQ2	0	0	0	0
KCNQ3	19	17	24	11
KCNQ4	2	0	0	2
KCNQ5	431	472	688	229
KCNRG	43	36	43	19
KCNS1	2	2	10	1
KCNS3	125	89	81	63
KCNT2	3	0	1	1
KCNU1	1	0	0	0
KCNV1	0	0	0	0
KCNV2	0	0	1	0
KCTD1	42	29	38	24
KCTD12	576	256	904	335
KCTD14	8	17	8	11
KCTD16	12	10	6	16
KCTD17	146	179	208	332
KCTD18	170	207	135	141
KCTD19	1	0	1	0
KCTD2	41	63	42	59
KCTD20	737	611	779	660
KCTD21	206	179	197	191
KCTD3	513	545	501	294
KCTD5	365	365	605	700
KCTD6	72	91	88	41
KCTD8	0	0	0	0
KDELC1	127	196	121	144
KDELC2	972	838	1114	569
KDELR1	1605	1916	1757	2629
KDELR3	1434	1547	1989	2416
KDM1A	372	404	495	526
KDM1B	207	215	329	218
KDM2A	571	422	648	524
KDM2B	172	248	175	238
KDM3A	763	712	606	565
KDM3B	543	631	412	387
KDM4A	508	502	470	442
KDM4B	429	322	430	506
KDM4C	227	219	356	275
KDM4D	9	10	10	13
KDM5A	496	384	551	342
KDM5B	885	758	859	733
KDM5C	389	361	432	412
KDM6A	206	208	188	144
KDM6B	129	159	106	165
KDR	11	27	6	6
KDSR	281	331	223	208
KEAP1	247	274	279	305
KEL	0	1	0	1
KERA	0	0	0	1
KHDC1L	2	0	6	2
KHDRBS1	803	994	1306	1065
KHDRBS3	50	121	98	83
KHK	2	2	2	13
KHNYN	473	545	401	414
KHSRP	341	396	464	458
KIAA0020	181	213	479	220
KIAA0090	613	571	833	657
KIAA0100	2356	1983	2520	2445
KIAA0101	26	50	9	2
KIAA0141	396	406	446	341
KIAA0146	239	266	220	257
KIAA0182	1303	960	1025	696
KIAA0195	205	185	153	91
KIAA0196	618	568	688	450
KIAA0226	108	102	134	65
KIAA0232	965	909	692	449
KIAA0240	273	271	183	137
KIAA0247	505	475	583	464
KIAA0284	162	196	230	201
KIAA0317	497	523	670	466
KIAA0319	1	0	0	0
KIAA0319L	236	232	222	201
KIAA0355	833	1117	450	506
KIAA0368	923	911	1175	719
KIAA0415	138	154	181	166
KIAA0430	498	453	326	241
KIAA0513	36	16	16	18
KIAA0528	302	247	320	115
KIAA0556	240	244	246	199
KIAA0586	128	120	207	96
KIAA0664	119	155	270	265
KIAA0748	0	0	0	0
KIAA0753	103	67	138	66
KIAA0825	20	17	24	9
KIAA0889	290	227	281	168
KIAA0895	12	10	6	6
KIAA0895L	35	50	33	33
KIAA0907	229	268	331	280
KIAA0913	761	761	847	767
KIAA0922	54	54	70	43
KIAA0947	190	124	193	98
KIAA1009	50	63	28	9
KIAA1024	89	67	92	99
KIAA1033	1009	1041	1040	256
KIAA1045	0	0	1	1
KIAA1107	38	33	26	5
KIAA1143	0	0	0	1
KIAA1161	37	46	26	18
KIAA1191	92	99	136	225
KIAA1199	9094	10677	2986	2727
KIAA1210	0	0	0	0
KIAA1211	4	1	1	0
KIAA1217	124	218	112	133
KIAA1244	43	57	16	50
KIAA1257	0	0	0	0
KIAA1267	371	338	294	198
KIAA1274	1	0	0	0
KIAA1279	100	122	138	89
KIAA1324L	161	51	108	24
KIAA1328	21	10	11	8
KIAA1377	56	47	17	8
KIAA1407	38	41	32	3
KIAA1429	739	635	936	637
KIAA1430	839	659	1286	518
KIAA1432	700	707	775	520
KIAA1456.1	47	47	29	29
KIAA1462	1748	983	962	872
KIAA1467	41	48	75	64
KIAA1468	307	320	394	189
KIAA1522	194	188	175	86
KIAA1524	85	148	73	30
KIAA1530	37	34	46	18
KIAA1549	243	376	271	235
KIAA1598	32	53	41	18
KIAA1609	169	281	266	233
KIAA1614	62	74	33	39
KIAA1644	36	26	77	78
KIAA1683	8	11	8	5
KIAA1715	161	222	215	109
KIAA1731	127	152	132	40
KIAA1755	125	213	56	131
KIAA1797	445	478	496	484
KIAA1826	278	262	296	149
KIAA1841	217	192	187	54
KIAA1875	3	1	3	3
KIAA1919	4	6	6	2
KIAA1958	44	46	64	44
KIAA1967	905	888	1038	999
KIAA1984	7	17	11	9
KIAA2013	180	345	291	470
KIAA2018	30	22	25	9
KIAA2026	173	102	143	41
KIDINS220	1770	1590	1489	678
KIF11	77	176	45	16
KIF12	0	1	0	0
KIF13A	1103	1143	1189	629
KIF13B	25	24	6	3
KIF14	46	73	20	5
KIF15	22	103	14	7
KIF16B	104	111	121	66
KIF17	14	21	11	8
KIF18A	72	105	53	30
KIF18B	33	96	9	10
KIF1A	0	0	0	0
KIF1C	1222	1396	1544	1517
KIF20A	43	152	16	23
KIF20B	77	82	61	5
KIF21B	0	2	2	1
KIF22	124	247	99	125
KIF23	209	493	122	65
KIF24	38	38	50	16
KIF27	3	8	4	2
KIF2A	285	326	311	122
KIF2B	0	0	0	0
KIF2C	100	168	61	16
KIF3A	102	98	114	33
KIF3B	1481	1165	1837	1242
KIF3C	446	537	275	233
KIF4A	2	6	2	0
KIF5A	3	2	2	1
KIF5B	2527	2648	3211	1153
KIF5C	1	2	1	0
KIF6	7	14	16	15
KIFAP3	363	458	354	264
KIFC1	56	148	28	15
KIFC2	42	106	59	50
KIFC3	391	509	718	618
KIN	103	85	115	51
KIR3DX1	0	0	0	0
KIRREL	1647	1288	1489	967
KIRREL2	1	1	0	0
KIRREL3	367	296	774	521
KISS1	0	3	0	1
KISS1R	0	0	0	0
KIT	133	235	78	213
KITLG	1347	1331	1328	801
KL	1	4	1	1
KLB	0	0	0	0
KLC2	213	361	255	312
KLC3	24	12	38	30
KLC4	126	167	120	150
KLF1	1	0	0	0
KLF10	656	741	578	620
KLF11	119	93	42	23
KLF12	820	597	676	179
KLF15	6	10	9	3
KLF17	2	2	1	0
KLF2	119	125	97	55
KLF3	800	724	554	518
KLF4	535	540	372	331
KLF6	1463	1862	1824	1209
KLF7	0	2	4	1
KLF8	20	9	31	1
KLF9	309	274	133	67
KLHDC1	15	27	12	9
KLHDC10	414	355	441	294
KLHDC2	400	493	379	336
KLHDC3	587	563	611	738
KLHDC4	32	38	66	62
KLHDC5	560	600	486	252
KLHDC7A	1	0	0	0
KLHDC8A	0	0	0	0
KLHDC8B	132	207	107	131
KLHDC9	4	1	2	2
KLHL1	0	0	0	0
KLHL10	1	0	0	1
KLHL11	53	31	46	15
KLHL12	21	15	19	11
KLHL14	0	0	0	0
KLHL15	147	131	156	67
KLHL17	10	16	11	7
KLHL18	102	144	210	170
KLHL2	245	328	234	134
KLHL20	274	285	354	291
KLHL21	214	217	259	256
KLHL22	170	159	212	232
KLHL23	7	14	6	1
KLHL24	291	175	49	31
KLHL25	16	26	21	52
KLHL26	0	7	4	6
KLHL28	159	95	156	58
KLHL29	22	49	46	87
KLHL3	9	4	14	3
KLHL30	0	0	0	0
KLHL31	1	0	0	0
KLHL32	0	0	0	0
KLHL33	0	0	0	0
KLHL35	15	29	11	21
KLHL36	169	211	152	190
KLHL38	2	1	1	1
KLHL4	1	0	0	0
KLHL5	17	18	34	23
KLHL6	0	0	0	0
KLHL7	459	499	472	305
KLHL8	183	174	275	153
KLHL9	877	696	807	438
KLK10	0	0	0	0
KLK12	0	0	0	0
KLK15	0	0	0	0
KLK3	0	0	0	0
KLK5	0	0	0	0
KLK8	0	0	0	0
KLK9	0	0	0	0
KLRC1	0	0	0	0
KLRD1	1	0	1	0
KLRF1	0	1	0	0
KLRG1	2	1	0	2
KLRG2	0	0	0	0
KLRK1	0	1	0	1
KMO	0	0	0	0
KNDC1	0	8	0	2
KNG1	0	0	0	0
KNTC1	132	166	130	58
KPNA1	840	937	1134	934
KPNA3	880	885	1226	753
KPNA4	839	735	1200	668
KPNA6	252	200	328	270
KPNA7	0	0	0	0
KPNB1	2099	1591	2848	1637
KPRP	0	0	5	0
KPTN	20	36	31	36
KRAS	33	14	22	7
KRBA1	72	76	35	48
KRBA2	0	0	0	0
KRBOX1	3	0	6	0
KREMEN1	32	34	40	48
KREMEN2	1	4	3	2
KRI1	122	165	216	215
KRIT1	217	223	280	134
KRR1	355	365	664	265
KRT10	6	6	4	5
KRT12	0	0	0	0
KRT15	20	35	27	19
KRT16	2	1	0	0
KRT2	0	0	0	0
KRT20	0	0	0	1
KRT222	0	0	0	0
KRT23	3	2	1	0
KRT24	0	0	0	0
KRT25	0	0	0	0
KRT26	0	0	0	0
KRT27	0	0	0	0
KRT28	0	0	0	0
KRT3	0	0	0	0
KRT31	0	0	0	0
KRT32	0	1	2	0
KRT33A	0	0	0	0
KRT35	0	0	0	0
KRT36	0	0	0	0
KRT39	0	0	0	0
KRT4	2	1	8	11
KRT40	0	0	2	0
KRT7	983	735	818	711
KRT71	0	0	0	0
KRT72	0	0	1	1
KRT73	0	0	1	0
KRT74	0	1	0	0
KRT76	0	1	2	0
KRT78	0	0	0	0
KRT79	2	1	1	1
KRT80	7	13	7	11
KRT82	1	0	0	0
KRT83	1	0	0	0
KRT84	0	0	0	0
KRT85	1	0	0	0
KRT9	0	1	0	1
KRTAP12-3	0	0	0	0
KRTAP12-4	0	0	0	0
KRTAP13-1	0	0	0	0
KRTAP13-2	0	0	0	0
KRTAP22-1	0	0	0	0
KRTAP22-2	0	0	0	0
KRTAP24-1	0	0	0	0
KRTAP27-1	0	0	0	0
KRTAP8-1	0	0	0	0
KRTCAP2	215	315	259	470
KRTCAP3	8	4	6	6
KRTDAP	0	0	0	0
KSR2	2	2	2	5
KTN1	1779	1116	2174	545
KXD1	321	481	493	819
KY	8	12	19	10
KYNU	1	0	0	0
L1CAM	25	26	16	10
L1TD1	0	0	0	0
L2HGDH	16	10	13	10
L3MBTL1	15	12	9	6
L3MBTL2	135	118	204	264
L3MBTL4	0	0	0	0
LACRT	0	0	0	0
LACTB	401	213	493	153
LACTB2	33	41	55	40
LAD1	0	0	0	0
LAG3	2	6	1	3
LALBA	0	0	0	0
LAMA2	1043	1179	1126	570
LAMA3	22	17	31	6
LAMA4	5510	4329	4195	2544
LAMB2	5634	6009	5978	4924
LAMB4	4	2	3	0
LAMC1	17048	8687	20095	7353
LAMC2	53	20	159	64
LAMC3	10	6	4	8
LAMP1	2315	2570	2707	2774
LAMP3	0	0	0	0
LAMP5	0	1	0	0
LAMTOR1	732	733	925	1402
LAMTOR2	167	219	167	317
LAMTOR3	199	204	290	80
LANCL1	174	258	202	150
LANCL2	180	227	289	239
LANCL3	1	0	0	1
LAP3	189	216	308	352
LAPTM4A	3878	3617	3841	4737
LAPTM4B	19	27	19	23
LAPTM5	1	0	0	2
LARGE	217	249	277	303
LARP1	2425	2331	2517	1879
LARP1B	107	124	228	132
LARP4	150	115	220	93
LARP4B	601	599	652	528
LARP6	787	960	707	950
LARP7	316	271	357	102
LARS2	123	175	238	233
LAS1L	131	139	275	227
LASP1	4244	4633	4578	4025
LAT2	4	13	4	4
LATS1	473	412	531	248
LAX1	2	0	0	0
LAYN	1581	2053	1431	1943
LBH	2155	1914	1453	1752
LBP	0	0	0	0
LBR	176	188	187	127
LBX1	0	0	0	0
LBX2	10	19	12	13
LCA5	28	35	12	9
LCA5L	5	7	9	5
LCAT	36	56	36	44
LCE3B	0	0	0	0
LCE5A	0	0	0	0
LCLAT1	366	343	275	211
LCMT1	117	124	126	187
LCMT2	76	95	77	102
LCN12	0	0	0	0
LCN15	0	0	0	0
LCN8	0	0	0	0
LCN9	0	0	0	0
LCOR	251	192	214	66
LCORL	49	45	35	5
LCP2	0	0	0	0
LCT	0	0	0	0
LCTL	51	71	53	25
LDB1	723	756	388	346
LDB2	275	179	127	202
LDB3	6	5	1	3
LDHA	10764	16100	15377	26539
LDHAL6A	4	3	3	1
LDHC	0	1	0	0
LDHD	4	2	4	1
LDLR	358	386	111	178
LDLRAD1	0	0	0	0
LDLRAD2	154	151	184	137
LDLRAD3	103	142	158	154
LDLRAP1	75	103	110	119
LDOC1	198	86	280	207
LEAP2	1	1	1	2
LECT1	0	0	0	0
LECT2	0	0	1	0
LEF1	2	0	2	0
LEKR1	1	0	1	0
LELP1	0	0	0	0
LEMD1	0	0	0	0
LEMD2	413	437	327	366
LEMD3	331	349	498	264
LENEP	0	0	0	0
LENG1	72	130	95	178
LENG8	639	941	646	437
LEO1	208	252	289	194
LEP	1	0	0	0
LEPR	175	115	165	38
LEPRE1	1121	1324	1074	1219
LEPREL1	479	639	518	327
LEPREL2	472	632	442	774
LEPREL4	253	320	270	424
LEPROT	350	321	414	313
LEPROTL1	441	473	592	413
LETM1	105	110	148	169
LETM2	17	25	21	11
LETMD1	219	222	219	184
LFNG	76	45	35	19
LGALS1	3362	5746	4183	10847
LGALS12	0	0	0	0
LGALS13	0	0	0	0
LGALS2	5	10	3	3
LGALS3	850	1076	991	1519
LGALS3BP	887	392	801	541
LGALS4	0	0	0	0
LGALS8	581	558	716	454
LGALSL	3	1	1	4
LGI1	0	0	0	0
LGI2	38	6	58	21
LGI3	0	0	1	0
LGMN	399	418	395	355
LGR4	800	305	970	199
LGR5	46	58	37	21
LHCGR	3	0	0	0
LHFPL1	0	0	1	0
LHFPL2	75	82	49	93
LHFPL3	0	0	0	0
LHFPL4	0	0	0	0
LHFPL5	31	35	42	25
LHPP	27	38	31	68
LHX1	0	1	0	0
LHX2	1	2	1	1
LHX3	0	0	0	0
LHX4	6	11	22	11
LHX5	0	0	0	0
LHX6	1	0	0	0
LHX8	2	5	2	3
LHX9	304	1511	323	905
LIAS	41	38	48	43
LIF	6	4	48	29
LIFR	104	69	57	16
LIG1	81	171	51	49
LIG3	147	158	206	217
LILRA4	0	0	0	0
LILRA5	0	0	0	0
LILRB5	0	0	0	0
LIM2	0	0	0	0
LIMA1	1789	2020	2501	1337
LIMCH1	411	505	309	320
LIMD1	72	71	87	54
LIMD2	16	12	9	6
LIMK2	259	338	306	362
LIMS2	75	160	109	189
LIN28B	0	0	0	0
LIN37	83	79	73	85
LIN52	74	67	75	86
LIN54	217	230	153	72
LIN7A	16	22	26	13
LIN7B	52	112	38	96
LIN7C	234	219	308	152
LIN9	32	43	30	5
LINGO1	2	3	1	2
LINGO2	1	3	1	1
LINGO4	0	0	0	0
LINS	31	28	49	36
LIPA	490	575	557	557
LIPC	9	5	2	7
LIPE	6	10	7	9
LIPF	0	0	0	0
LIPG	7	7	0	1
LIPJ	0	0	2	0
LIPK	0	0	0	0
LIPM	0	0	0	0
LIPN	0	0	0	0
LIPT1	14	15	10	8
LIPT2	0	0	0	1
LITAF	319	314	434	289
LIX1	0	0	0	1
LIX1L	84	85	101	98
LLGL2	0	2	0	0
LLPH	123	158	213	131
LMAN1	3092	2326	3876	1664
LMAN1L	0	0	0	0
LMAN2L	103	102	166	175
LMBR1	337	308	369	265
LMBR1L	167	256	136	162
LMBRD1	331	348	272	209
LMBRD2	149	104	143	44
LMCD1	417	70	1254	681
LMF1	51	50	56	59
LMNA	5027	6854	4239	5351
LMNB1	87	240	96	56
LMNB2	317	437	593	585
LMO1	0	0	0	0
LMO2	2	11	0	2
LMO3	1	0	1	0
LMO4	711	601	928	604
LMO7	7438	8487	3785	2952
LMOD1	249	227	260	248
LMOD2	0	0	0	0
LMOD3	0	0	0	0
LMTK2	106	116	122	77
LMTK3	0	0	0	0
LMX1A	0	0	0	0
LMX1B	0	0	0	0
LNP1	26	22	33	31
LNPEP	665	542	809	266
LNX1	180	215	182	163
LNX2	80	96	77	57
LOH12CR1	12	30	26	34
LONP1	627	585	697	1042
LONP2	396	380	607	495
LONRF1	66	149	39	44
LONRF2	0	0	1	0
LONRF3	0	0	0	0
LOX	17813	11727	17615	9035
LOXHD1	0	0	0	0
LOXL1	826	851	1336	944
LOXL3	1661	2863	1209	2209
LOXL4	829	412	3297	984
LPA	0	0	0	0
LPAR1	412	421	596	489
LPAR2	6	4	9	7
LPAR3	2	0	0	0
LPAR4	2	0	1	0
LPAR5	0	0	1	0
LPAR6	53	40	33	9
LPCAT1	105	209	175	201
LPCAT2	109	127	87	55
LPCAT3	179	153	201	240
LPCAT4	81	127	80	107
LPGAT1	66	68	89	42
LPHN1	65	118	58	77
LPHN2	718	150	759	66
LPHN3	0	0	1	0
LPIN1	334	390	322	290
LPIN2	537	537	704	589
LPIN3	137	186	149	144
LPL	3	1	1	1
LPO	0	0	0	0
LPP	162	77	158	53
LPPR3.1	1	0	2	3
LPPR5.1	1	0	0	0
LRAT	0	0	1	0
LRBA	401	344	322	162
LRCH1	131	145	134	100
LRCH2	4	1	11	1
LRFN1	4	3	5	6
LRFN2	0	0	0	1
LRFN3	84	99	66	91
LRFN4	120	212	150	146
LRFN5	2	0	1	1
LRG1	0	0	0	0
LRGUK	1	2	0	0
LRIF1	255	249	165	149
LRIG1	440	241	393	191
LRIG2	47	20	36	24
LRIG3	317	174	248	290
LRIT1	0	0	0	0
LRIT2	0	0	0	0
LRIT3	0	0	0	0
LRMP	0	0	0	0
LRP1	13961	10320	11576	6330
LRP10	1867	2303	1859	1828
LRP11	440	587	310	244
LRP12	941	1193	984	820
LRP1B	0	0	0	1
LRP2	0	0	0	0
LRP2BP	11	10	13	4
LRP3	276	389	380	565
LRP4	250	297	136	154
LRP5	126	233	111	195
LRP6	874	599	713	259
LRP8	189	272	160	115
LRPAP1	648	1066	789	1519
LRPPRC	398	324	636	324
LRRC1	18	43	18	9
LRRC10	0	0	0	0
LRRC14	226	296	274	284
LRRC14B	0	2	1	0
LRRC15	1743	2353	1191	1753
LRRC16A	44	45	36	11
LRRC16B	1	0	0	0
LRRC17	5	2	2	0
LRRC19	0	1	2	0
LRRC2	486	38	580	34
LRRC20	29	51	15	19
LRRC23	31	49	45	66
LRRC24	42	47	49	50
LRRC25	0	0	0	0
LRRC26	0	0	0	0
LRRC27	57	50	39	38
LRRC28	47	42	50	52
LRRC3	57	64	68	39
LRRC31	0	0	0	0
LRRC32	551	172	202	90
LRRC33	0	0	0	0
LRRC34	34	21	52	12
LRRC36	0	0	0	0
LRRC38	0	0	18	5
LRRC39	21	18	32	10
LRRC3B	0	0	0	0
LRRC3C	0	0	0	0
LRRC4	30	68	61	75
LRRC40	162	171	208	64
LRRC41	281	321	400	521
LRRC42	311	331	346	389
LRRC43	0	0	0	3
LRRC45	67	79	55	40
LRRC47	83	82	93	129
LRRC48	11	13	19	9
LRRC49	80	63	67	23
LRRC4B	0	0	0	0
LRRC4C	0	0	0	0
LRRC52	0	0	0	0
LRRC56	4	5	6	3
LRRC57	135	149	137	101
LRRC58	75	64	100	38
LRRC59	645	589	1440	1417
LRRC6	14	23	13	5
LRRC66	6	11	5	0
LRRC69	1	2	1	0
LRRC7	0	0	0	0
LRRC71	1	0	2	2
LRRC73	7	12	14	33
LRRC8A	1510	1749	1844	1402
LRRC8B	15	11	18	7
LRRC8C	7	5	7	3
LRRC8D	304	314	371	191
LRRC8E	6	1	2	3
LRRCC1	25	34	14	4
LRRFIP1	255	307	236	265
LRRFIP2	444	635	521	387
LRRIQ1	7	2	5	0
LRRIQ4	0	0	1	1
LRRK1	176	194	175	166
LRRN1	1	1	0	0
LRRN2	0	0	0	0
LRRN4	1	2	1	0
LRRN4CL	44	18	41	43
LRRTM1	0	0	0	0
LRRTM2	2	2	2	3
LRRTM3	0	0	1	0
LRRTM4	0	0	0	0
LRSAM1	59	111	89	104
LRTM1	0	0	0	0
LRTM2	0	0	0	0
LRTOMT	36	39	29	31
LRWD1	118	151	167	190
LSAMP	107	11	155	22
LSG1	178	168	285	223
LSM1	318	360	403	418
LSM10	197	218	282	367
LSM11	4	3	5	5
LSM14B	217	265	246	287
LSM2	113	148	119	216
LSM3	87	105	101	125
LSM6	59	55	75	99
LSM7	103	116	170	241
LSMD1	131	149	134	242
LSR	2	3	0	0
LSS	225	269	253	191
LST1	0	0	0	1
LTA	1	0	0	0
LTA4H	187	230	226	215
LTB	0	1	0	0
LTB4R	17	27	20	13
LTB4R2	8	12	10	6
LTBP1	2193	796	996	420
LTBP2	12175	12367	13963	9235
LTBP3	664	956	627	906
LTBP4	275	397	215	439
LTBR	810	896	980	921
LTC4S	2	4	3	2
LTF	0	1	0	0
LTN1	514	439	853	286
LTV1	357	326	548	307
LUC7L	225	321	298	231
LUC7L2	866	855	1004	741
LUC7L3	951	892	1019	306
LUM	10901	3651	15716	3045
LUZP2	0	1	1	0
LUZP4	0	0	0	0
LVRN.1	4	5	0	1
LXN	26	10	30	23
LY6E	636	873	658	1630
LY6G5C	10	17	7	5
LY6G6E.7	0	0	0	0
LY6H	0	0	0	0
LY6K	56	49	23	29
LY86	0	0	0	0
LY96	63	45	79	26
LYAR	97	86	229	186
LYG1	2	4	2	1
LYG2	1	0	0	0
LYL1	2	1	0	1
LYN	52	171	51	88
LYNX1	14	46	22	49
LYPD1	2	14	5	28
LYPD4	0	0	0	0
LYPD5	2	1	0	1
LYPD6	77	267	89	106
LYPD6B	67	131	91	78
LYPLAL1	51	43	34	25
LYRM1	44	35	67	35
LYRM4	148	176	264	462
LYRM5	26	18	25	5
LYRM7	25	12	41	8
LYSMD1	76	80	78	89
LYSMD2	23	15	45	25
LYSMD4	145	107	94	88
LYVE1	1	1	0	0
LYZ	0	0	0	0
LYZL4	0	0	0	0
LYZL6	0	0	0	0
LZIC	206	191	254	247
LZTFL1	237	199	208	93
LZTR1	494	636	700	650
LZTS1	7	9	1	2
LZTS2	846	819	680	878
M6PR	668	620	1177	1004
MAB21L1	175	180	191	158
MAB21L2	0	0	0	0
MAB21L3	0	0	0	0
MACC1	0	0	0	0
MACROD1	28	52	33	68
MACROD2	6	9	24	5
MAD1L1	142	196	149	192
MAD2L1	16	35	18	6
MAD2L1BP	158	176	176	183
MAD2L2	71	123	74	114
MADCAM1	0	3	0	0
MADD	609	565	415	458
MAEA	437	457	557	646
MAEL	0	0	0	0
MAF1	574	742	560	762
MAFF	504	596	622	633
MAFG	4	7	9	2
MAG	0	0	0	0
MAGEA1	0	0	0	0
MAGEA10	0	0	0	0
MAGEA11	0	0	0	0
MAGEA12	0	0	0	0
MAGEA4	0	0	0	0
MAGEB1	0	0	0	0
MAGEB17	1	0	1	0
MAGEB18	0	0	0	0
MAGEB2	0	0	0	0
MAGEB3	0	0	0	0
MAGED1	2152	2096	2373	2734
MAGED2	2240	2618	1986	2635
MAGEF1	236	241	245	228
MAGI1	417	323	381	303
MAGI2	30	14	30	12
MAGI3	213	200	164	94
MAGIX	7	12	8	9
MAGOH	96	129	205	115
MAGOHB	103	77	98	65
MAGT1	979	813	934	824
MAK	7	4	4	3
MAK16	100	85	193	123
MAL	0	0	0	0
MALL	22	27	8	55
MALT1	817	549	1278	504
MAMDC2	17	10	23	2
MAMDC4	30	42	31	17
MAML1	300	334	337	303
MAML2	606	613	708	335
MAML3	44	70	26	52
MAMLD1	324	292	349	298
MAMSTR	3	5	3	3
MAN1A1	286	134	237	126
MAN1A2	931	655	1075	470
MAN1B1	544	544	521	554
MAN1C1	34	8	23	18
MAN2A1	1333	1042	1738	499
MAN2B1	339	380	435	495
MAN2C1	235	381	332	296
MANBA	145	199	149	102
MANBAL	141	200	177	301
MANEA	152	204	152	51
MANEAL	13	24	31	35
MANF	479	715	935	1926
MANSC1	35	41	36	33
MANSC4	0	1	0	0
MAOA	8	7	6	6
MAOB	3	0	3	2
MAP1A	4555	2980	2339	1371
MAP1B	6323	5373	5335	4201
MAP1LC3A	65	119	104	205
MAP1S	167	259	143	240
MAP2	35	29	34	15
MAP2K1	72	87	93	123
MAP2K2	58	47	81	81
MAP2K3	801	964	1513	1805
MAP2K4	0	0	1	0
MAP2K5	79	79	60	88
MAP2K6	3	6	2	4
MAP2K7	76	84	66	83
MAP3K1	137	113	92	51
MAP3K11	213	220	237	250
MAP3K12	297	292	171	175
MAP3K13	28	23	33	35
MAP3K14	76	90	71	66
MAP3K15	28	31	34	25
MAP3K2	1139	733	1208	435
MAP3K3	813	905	702	626
MAP3K5	87	139	50	26
MAP3K6	244	299	209	221
MAP3K7	745	573	923	475
MAP3K8	56	32	49	42
MAP3K9	3	1	2	2
MAP4	2027	2589	2155	2309
MAP4K1	0	0	1	0
MAP4K3	145	131	176	64
MAP4K4	3091	2802	3464	1637
MAP4K5	780	1009	1101	531
MAP6	20	6	17	8
MAP6D1	3	2	21	18
MAP7	21	28	11	27
MAP7D1	1459	1667	1743	1650
MAP7D2	0	0	0	0
MAP9	74	26	76	19
MAPK1	551	578	616	439
MAPK10	6	0	3	1
MAPK12	64	176	108	185
MAPK13	41	13	59	11
MAPK14	244	263	292	250
MAPK15	0	0	0	0
MAPK3	242	291	312	301
MAPK4	0	1	0	0
MAPK7	351	270	399	524
MAPK8IP1	35	34	26	39
MAPK8IP2	2	1	0	0
MAPK8IP3	412	423	494	280
MAPK9	198	284	207	232
MAPKAP1	1245	1122	1983	1639
MAPKAPK2	447	483	464	583
MAPKAPK3	271	314	548	520
MAPKAPK5	170	194	283	253
MAPRE1	59	37	72	65
MAPRE2	309	376	281	198
MAPRE3	34	49	37	51
MAPT	9	6	2	6
28-Feb	1	2	8	3
1-Mar	13	10	8	8
28-Feb	35	42	58	11
9-Mar	4	0	8	0
10-Mar	0	0	0	0
1-Mar	18	29	21	38
2-Mar	19	11	45	30
3-Mar	658	1306	1173	863
4-Mar	149	160	153	133
5-Mar	834	914	859	438
6-Mar	1068	1055	1254	400
7-Mar	328	371	254	224
8-Mar	17	18	18	24
MARCKS	3765	2470	2928	1955
MARCKSL1	204	191	84	168
MARCO	0	0	0	0
MARK1	13	0	9	0
MARK3	654	764	698	556
MARK4	224	332	248	374
MARS	1894	1971	1382	1631
MARVELD2	15	25	17	15
MARVELD3	0	0	0	0
MAS1	0	0	0	0
MASP1	530	780	637	1256
MASP2	19	18	9	7
MAST1	0	0	0	0
MAST2	452	461	660	444
MAST3	105	91	68	68
MAST4	64	32	80	22
MASTL	161	265	131	78
MAT1A	0	0	0	0
MAT2A	862	785	893	735
MAT2B	526	576	527	465
MATK	0	1	0	1
MATN1	7	1	4	8
MATN2	108	144	287	341
MATN3	7	13	8	6
MATN4	1	0	0	0
MAU2	436	495	468	450
MAVS	429	392	456	339
MAX	433	417	721	709
MAZ	388	599	524	680
MB	0	1	0	0
MB21D1	27	43	31	19
MB21D2	102	71	107	76
MBD1	392	459	515	516
MBD2	346	436	438	319
MBD3	265	272	379	460
MBD3L1	0	0	0	0
MBD5	147	85	80	32
MBD6	163	204	130	117
MBIP	89	115	128	62
MBL2	0	0	0	0
MBNL1	2277	2911	2083	1036
MBNL2	994	910	693	297
MBNL3	30	7	20	0
MBOAT1	14	48	5	6
MBOAT2	335	311	640	289
MBOAT4	1	1	1	0
MBTD1	43	19	38	22
MBTPS1	1574	1730	1767	2140
MC2R	0	0	0	0
MC4R	20	105	33	55
MCAM	35	48	19	28
MCAT	57	72	83	131
MCC	90	33	126	40
MCCC1	115	88	114	104
MCCC2	74	65	107	70
MCCD1	0	1	1	0
MCEE	57	75	58	42
MCF2L	1	8	4	5
MCF2L2	0	1	0	0
MCHR1	7	5	7	34
MCHR2	0	0	0	0
MCL1	3383	3424	4070	2670
MCM10	54	83	49	28
MCM2	191	231	196	177
MCM3	411	568	508	404
MCM3AP	767	732	1119	875
MCM4	657	669	584	339
MCM5	305	416	245	215
MCM6	369	425	401	286
MCM7	622	706	397	375
MCM8	87	135	92	19
MCM9	109	64	117	74
MCMBP	747	743	866	705
MCOLN1	174	245	141	155
MCOLN2	6	0	3	1
MCOLN3	3	0	4	0
MCPH1	135	139	190	143
MCRS1	217	299	265	395
