geneName	h1_P	h2_P	h1_T12	h2_T12
MCTP1	10	2	5	1
MCTP2	13	17	8	4
MCTS1	102	112	134	127
MCU	362	439	321	269
MDC1	103	109	109	68
MDFI	5	0	2	1
MDFIC	1310	1158	1458	675
MDGA1	193	258	284	235
MDGA2	0	0	0	0
MDH1	791	780	1008	984
MDH1B	1	1	0	2
MDH2	537	752	706	1051
MDM1	68	82	56	24
MDM2	405	159	406	189
MDM4	29	41	32	20
ME1	165	136	201	77
ME2	5	10	7	6
ME3	42	25	80	54
MEA1	506	641	725	1306
MEAF6	410	421	426	385
MECOM	58	21	69	7
MECP2	744	601	614	545
MECR	108	136	141	257
MED1	661	551	878	550
MED10	206	288	325	330
MED11	68	82	72	87
MED12	215	165	163	134
MED12L	1	2	3	2
MED13	773	543	755	320
MED13L	1783	1267	1519	979
MED14	330	319	391	217
MED15	808	987	963	1042
MED16	120	116	106	102
MED17	203	259	285	261
MED18	103	96	81	90
MED20	93	74	83	88
MED21	225	226	263	159
MED22	177	226	262	257
MED23	379	335	518	247
MED25	132	168	127	125
MED27	22	23	51	74
MED28	39	44	53	63
MED29	37	36	49	76
MED30	21	31	34	45
MED31	106	94	141	163
MED4	286	247	400	269
MED6	120	150	179	144
MED7	112	95	83	40
MED8	311	328	508	561
MED9	100	94	112	141
MEF2A	832	746	664	500
MEF2B	36	56	50	67
MEF2C	321	333	95	158
MEF2D	775	916	568	780
MEFV	0	0	0	0
MEGF10	1	0	0	0
MEGF11	1	0	1	1
MEGF8	661	525	862	715
MEGF9	67	72	27	18
MEIS1	130	154	133	87
MEIS2	199	276	277	312
MELK	135	271	56	33
MEN1	44	56	64	57
MEOX1	2	0	3	0
MEOX2	4	3	4	2
MEP1A	0	0	0	0
MEP1B	0	0	1	0
MEPCE	472	432	373	369
MEPE	0	0	0	0
MERTK	0	2	1	1
MESDC1	112	115	143	116
MESDC2	180	168	303	220
MESP1	0	0	0	0
MESP2	1	0	0	1
MET	1173	1668	1388	647
METAP1	646	907	762	661
METAP1D	60	52	97	89
METAP2	731	828	1278	531
METTL1	94	121	209	409
METTL10	49	86	108	56
METTL11A	340	412	458	705
METTL11B	0	0	0	0
METTL13	212	259	403	405
METTL14	117	139	155	50
METTL15	9	6	10	1
METTL16	35	42	54	36
METTL17	170	221	188	183
METTL18	24	36	27	10
METTL20	18	21	15	20
METTL21A	35	50	47	43
METTL21B	69	74	121	144
METTL21C	0	1	0	0
METTL22	108	127	139	187
METTL23	93	100	176	168
METTL3	278	320	452	357
METTL4	117	145	89	50
METTL5	159	189	246	135
METTL6	103	108	124	72
METTL7A	14	9	2	6
METTL7B	1	1	7	3
METTL8	34	33	34	26
METTL9	633	734	738	683
MEX3A	4	6	2	6
MEX3B	312	124	206	117
MEX3C	672	735	596	421
MEX3D	55	48	48	37
MFAP1	375	343	423	351
MFAP2	187	183	135	248
MFAP3	739	710	975	563
MFAP3L	523	521	769	389
MFAP5	3632	1990	5026	2256
MFF	242	259	399	282
MFI2	70	26	32	29
MFN1	220	213	415	191
MFN2	949	967	1479	1522
MFNG	0	0	0	0
MFSD1	945	676	985	669
MFSD10	163	208	261	286
MFSD11	122	107	97	84
MFSD12	195	196	259	274
MFSD2A	16	54	34	35
MFSD2B	1	0	1	0
MFSD3	55	49	63	58
MFSD4	5	3	3	0
MFSD5	278	351	297	361
MFSD6	124	91	107	27
MFSD6L	0	0	0	0
MFSD7	47	26	55	49
MFSD8	122	107	199	91
MGAT1	930	1205	1428	1599
MGAT3	0	0	0	0
MGAT4A	3	2	1	0
MGAT4B	1036	1272	1001	1037
MGAT4C	2	0	0	0
MGAT5	270	212	408	251
MGAT5B	3	5	12	14
MGEA5	1576	1362	1175	696
MGLL	2325	2809	3760	2929
MGMT	62	67	97	167
MGRN1	137	161	161	253
MGST2	24	21	26	32
MGST3	340	495	358	628
MIA	52	120	44	63
MIA2	0	0	0	0
MIB1	278	217	317	113
MICAL1	452	722	337	269
MICAL2	3822	2586	5860	4657
MICALCL	28	11	33	13
MICALL1	421	374	556	346
MICU1	103	112	85	92
MID1	151	59	128	80
MID1IP1	358	445	271	335
MID2	60	49	66	45
MIEN1	170	247	239	398
MIER1	457	391	470	215
MIER2	42	49	59	83
MIER3	245	228	289	151
MIF4GD	58	79	99	120
MIIP	28	46	45	42
MINK1	540	690	619	460
MINOS1	232	194	283	282
MINPP1	158	215	256	182
MIOS	269	313	465	264
MIOX	3	3	0	0
MIP	9	11	10	18
MIPEP	62	43	64	65
MIPOL1	41	33	69	16
MIR1-1	0	0	0	0
MIR1-2	0	0	0	0
MIR101-1	0	0	0	0
MIR101-2	0	0	0	0
MIR103A1	0	0	1	0
MIR103A2	0	1	2	2
MIR106A	0	0	0	0
MIR106B	0	0	0	0
MIR107	0	0	0	0
MIR10A	0	0	0	0
MIR10B	0	0	0	0
MIR122	0	0	0	0
MIR1224	0	0	0	0
MIR1225	3	3	1	2
MIR1226	0	0	0	0
MIR1227	0	0	0	0
MIR124-2	0	0	0	0
MIR127	0	0	0	0
MIR128-1	0	0	0	0
MIR128-2	0	0	0	0
MIR129-1	0	0	0	0
MIR129-2	0	0	0	0
MIR1302-8	0	0	0	0
MIR1306	0	0	0	0
MIR1307	0	0	0	1
MIR130B	0	0	0	0
MIR133A2	0	0	0	0
MIR133B	0	0	0	0
MIR134	0	0	0	0
MIR135A1	0	0	0	0
MIR135A2	0	0	0	0
MIR135B	0	0	0	0
MIR136	0	0	0	0
MIR137	0	0	0	0
MIR138-2	0	0	0	0
MIR139	0	0	0	0
MIR140	0	0	0	0
MIR141	0	0	0	0
MIR143	2	0	2	0
MIR145	5	1	5	1
MIR146A	0	0	0	0
MIR148A	0	0	0	0
MIR148B	0	0	0	0
MIR150	0	0	0	0
MIR151A	0	0	0	0
MIR152	1	0	2	0
MIR154	0	0	0	0
MIR155	2	3	2	7
MIR15A	0	0	0	0
MIR15B	0	0	0	0
MIR16-1	0	0	0	0
MIR16-2	0	0	0	0
MIR181A1	0	0	0	0
MIR181A2	0	0	0	0
MIR181B1	0	0	0	0
MIR181B2	0	0	0	0
MIR181C	0	0	0	0
MIR181D	0	0	0	0
MIR182	0	0	0	0
MIR183	0	0	0	0
MIR184	0	0	0	0
MIR185	0	0	0	0
MIR186	6	6	6	1
MIR190A	0	0	0	0
MIR190B	0	0	0	0
MIR191	0	0	0	0
MIR192	0	0	0	0
MIR194-1	0	0	0	0
MIR194-2	0	0	0	0
MIR195	0	0	1	1
MIR196A1	0	0	0	0
MIR196A2	0	0	0	0
MIR199A1	0	0	2	1
MIR199A2	31	34	22	13
MIR19B2	0	0	0	0
MIR200A	0	0	0	0
MIR200C	0	0	0	0
MIR203	0	0	0	0
MIR204	0	0	0	0
MIR205	0	0	0	0
MIR206	0	0	0	0
MIR208A	0	0	0	0
MIR208B	0	0	0	0
MIR20B	0	0	0	0
MIR21	2	2	2	2
MIR210	0	0	2	0
MIR214	18	23	29	21
MIR215	0	0	0	0
MIR216A	0	0	0	0
MIR216B	0	0	0	0
MIR218-1	0	0	0	0
MIR218-2	0	0	0	0
MIR219-1	0	1	1	1
MIR219-2	0	0	0	0
MIR221	21	23	22	10
MIR222	2	4	2	3
MIR223	0	0	0	0
MIR224	0	0	0	0
MIR23A	0	1	2	2
MIR23B	0	1	0	0
MIR24-2	5	6	8	5
MIR26A1	0	0	0	0
MIR26A2	1	1	0	1
MIR26B	0	0	0	0
MIR27A	0	0	4	2
MIR27B	0	2	0	3
MIR28	0	0	0	0
MIR296	0	0	1	0
MIR298	0	0	0	0
MIR299	0	0	0	0
MIR29A	1	1	0	0
MIR29B1	0	0	0	0
MIR29B2	0	0	0	0
MIR29C	0	0	0	1
MIR301A	0	0	0	0
MIR301B	1	0	0	0
MIR302A	0	0	0	0
MIR302B	1	0	0	1
MIR302C	1	0	0	0
MIR302D	0	1	1	0
MIR30A	0	0	0	0
MIR30B	0	0	0	0
MIR30C1	0	0	0	0
MIR30C2	0	0	0	0
MIR30D	0	0	0	0
MIR30E	0	0	0	0
MIR31	0	0	0	0
MIR32	0	0	0	0
MIR320A	0	0	1	0
MIR320B1	0	0	0	0
MIR320B2	1	0	0	0
MIR320E	0	0	1	0
MIR323A	0	0	0	0
MIR324	3	5	2	2
MIR331	1	0	0	0
MIR335	0	0	0	0
MIR337	0	0	0	0
MIR339	0	0	1	0
MIR33B	0	0	0	0
MIR340	0	0	0	0
MIR342	0	1	0	0
MIR346	0	0	0	0
MIR34A	2	3	2	2
MIR34B	0	0	0	0
MIR34C	0	0	0	0
MIR361	0	0	0	0
MIR365A	1	0	0	0
MIR365B	0	0	0	0
MIR367	0	0	0	0
MIR369	0	0	1	0
MIR370	0	0	0	0
MIR372	0	0	0	0
MIR374A	0	0	0	0
MIR374B	0	1	0	1
MIR375	0	0	0	0
MIR377	1	0	0	0
MIR378A	0	0	0	0
MIR381	0	0	0	0
MIR383	0	0	0	0
MIR409	0	0	0	0
MIR410	0	0	0	0
MIR412	0	0	0	0
MIR422A	0	0	0	0
MIR423	0	0	2	0
MIR424	5	0	8	1
MIR425	0	0	0	0
MIR431	0	0	0	0
MIR432	0	0	0	0
MIR433	0	0	0	0
MIR448	0	0	0	0
MIR449A	0	0	0	0
MIR449B	0	0	0	0
MIR450A1	0	0	0	0
MIR450A2	0	0	0	0
MIR450B	0	0	0	0
MIR452	0	0	0	0
MIR454	0	0	0	0
MIR455	0	0	3	1
MIR484	0	0	0	0
MIR486	0	0	0	0
MIR487A	0	0	0	0
MIR487B	0	0	0	0
MIR488	0	0	0	0
MIR489	0	0	0	0
MIR490	0	0	0	0
MIR491	0	1	0	0
MIR494	0	0	0	0
MIR496	0	0	0	0
MIR497	0	0	0	0
MIR498	0	0	0	0
MIR499A	3	0	0	0
MIR503	0	0	0	0
MIR504	0	0	0	0
MIR505	0	0	0	0
MIR520A	0	0	0	0
MIR525	0	0	0	0
MIR539	0	0	0	0
MIR544A	0	0	0	0
MIR548F2	0	0	0	0
MIR549	0	0	0	0
MIR551A	0	0	0	0
MIR551B	0	0	0	0
MIR554	0	0	0	0
MIR556	0	0	0	0
MIR557	0	0	0	0
MIR562	0	0	0	0
MIR563	0	0	0	0
MIR569	0	0	0	0
MIR577	0	0	0	0
MIR579	1	0	0	0
MIR580	0	1	0	0
MIR581	0	0	0	0
MIR582	0	0	0	0
MIR584	0	0	0	0
MIR586	0	0	0	0
MIR589	0	1	0	1
MIR590	5	0	4	2
MIR592	0	0	0	0
MIR593	2	0	0	0
MIR599	0	0	0	0
MIR612	2	1	0	0
MIR615	0	1	0	0
MIR624	0	0	0	0
MIR628	0	1	1	0
MIR632	0	0	0	0
MIR633	0	0	0	0
MIR636	0	0	0	1
MIR638	0	0	0	0
MIR640	0	0	0	0
MIR648	0	0	0	0
MIR652	0	0	0	0
MIR653	0	0	0	0
MIR656	1	0	0	0
MIR665	0	0	0	0
MIR668	0	0	0	0
MIR671	0	0	0	0
MIR7-1	1	7	4	1
MIR7-2	0	0	0	0
MIR7-3	0	0	0	0
MIR708	0	0	0	0
MIR744	0	0	0	0
MIR760	0	0	0	0
MIR765	1	0	0	0
MIR767	0	0	0	0
MIR770	12	4	13	1
MIR802	0	0	0	0
MIR873	0	0	0	0
MIR874	0	0	0	0
MIR875	0	0	0	0
MIR876	0	0	0	0
MIR877	0	0	0	0
MIR885	0	0	0	0
MIR887	0	0	0	0
MIR9-2	0	0	0	0
MIR9-3	0	0	0	0
MIR93	0	2	1	2
MIR934	0	0	0	0
MIR936	0	0	0	0
MIR937	0	1	0	0
MIR939	0	1	2	3
MIR940	1	1	0	1
MIR942	0	0	0	0
MIR944	0	0	0	0
MIR96	0	0	0	0
MIR98	0	0	1	0
MIRLET7A1	0	0	0	0
MIRLET7A3	2	0	3	2
MIRLET7B	4	3	4	7
MIRLET7C	0	0	0	0
MIRLET7D	2	1	1	0
MIRLET7E	0	0	0	0
MIRLET7F1	0	0	0	1
MIRLET7F2	0	0	0	0
MIRLET7G	1	0	0	0
MIRLET7I	0	1	1	0
MIS18A	33	54	45	25
MITD1	72	61	71	41
MITF	14	12	3	1
MIXL1	0	1	0	0
MKI67IP	278	215	649	334
MKKS	241	191	222	182
MKL1	233	210	194	200
MKL2	156	148	107	60
MKLN1	256	242	333	186
MKNK2	257	238	124	125
MKRN1	143	139	132	127
MKRN2	316	283	451	337
MKRN3	1	0	1	0
MKS1	35	42	53	62
MKX	619	827	568	461
MLANA	3	7	4	0
MLC1	0	0	0	0
MLEC	2867	2512	4622	4888
MLF1	66	58	83	43
MLF1IP	106	130	59	19
MLF2	636	786	1166	1635
MLH1	306	276	342	367
MLH3	209	118	183	56
MLIP	0	0	0	0
MLKL	55	69	79	50
MLL	1179	872	960	429
MLL2	579	502	678	411
MLL3	598	478	681	334
MLL4.1	222	275	242	241
MLL5	720	650	745	315
MLLT1	309	324	299	308
MLLT10	246	240	272	180
MLLT11	133	135	94	44
MLLT3	185	263	95	113
MLLT4	248	242	180	126
MLLT6	161	194	155	165
MLN	0	1	0	0
MLPH	121	100	184	98
MLST8	111	172	116	163
MLX	367	443	576	850
MLXIP	196	230	329	351
MLXIPL	0	1	0	1
MLYCD	29	20	18	29
MMAA	80	83	64	28
MMAB	53	54	54	99
MMACHC	15	11	21	32
MMADHC	370	377	519	399
MMD	158	160	88	74
MME	3369	978	2707	800
MMEL1	28	32	18	41
MMGT1	486	485	640	452
MMP1	12237	21306	2182	4400
MMP13	0	0	0	0
MMP14	9069	9163	5504	3916
MMP15	30	40	23	21
MMP16	587	682	1004	304
MMP17	56	120	68	103
MMP19	283	294	166	188
MMP2	23670	29382	22710	26347
MMP20	0	0	0	0
MMP21	0	0	0	0
MMP23B	0	0	0	0
MMP24	212	168	226	250
MMP25	1	4	4	1
MMP26	0	0	0	0
MMP27	4	0	2	2
MMP28	2	0	0	0
MMP3	4607	3722	3472	1572
MMP7	13	18	5	4
MMP8	3	2	3	0
MMP9	30	2	12	2
MMRN1	0	0	0	0
MMRN2	4	19	3	4
MNAT1	186	181	270	139
MND1	7	11	4	0
MNDA	0	0	0	0
MNS1	40	36	19	4
MNT	107	141	89	89
MOB1B	134	95	188	50
MOB3A	18	34	33	22
MOB3B	1	2	0	0
MOB3C	109	138	117	154
MOB4	24	19	46	11
MOBP	0	1	0	0
MOCOS	106	314	49	165
MOCS1	72	89	73	90
MOCS2	259	303	366	271
MOG	0	0	0	0
MOGAT1	0	0	0	0
MOGAT2	0	0	0	0
MOGAT3	0	0	0	0
MOGS	467	549	884	820
MOK	98	103	371	161
MON1A	67	91	73	107
MON1B	201	205	210	205
MON2	600	460	868	405
MORC1	0	0	0	0
MORC2	305	270	333	306
MORC3	352	337	365	176
MORC4	109	130	133	112
MORF4L1	1180	1085	1153	1236
MORF4L2	3394	3368	4791	3942
MORN1	13	13	12	15
MORN2	64	68	134	128
MORN3	1	2	0	3
MORN4	80	90	103	95
MOSPD2	447	386	516	155
MOSPD3	32	69	33	89
MOV10	192	225	118	168
MOXD1	3438	6604	3406	6093
MPDU1	243	280	286	356
MPDZ	780	648	592	297
MPG	201	284	321	529
MPHOSPH10	313	232	496	271
MPHOSPH6	31	26	50	22
MPHOSPH8	153	200	179	109
MPHOSPH9	155	149	164	47
MPND	16	32	22	28
MPO	0	0	2	0
MPP1	101	92	120	97
MPP3	128	135	182	125
MPP4	61	48	50	48
MPP5	700	718	928	404
MPP6	69	63	144	79
MPP7	13	19	10	13
MPPE1	37	112	26	78
MPPED2	61	0	26	1
MPRIP	315	303	427	306
MPST	114	182	151	149
MPV17	292	278	329	472
MPZ	2	1	4	1
MPZL1	145	179	237	215
MPZL2	0	0	0	0
MPZL3	4	1	6	1
MR1	127	131	146	148
MRAP	23	23	54	47
MRAP2	1	1	0	4
MRAS	2106	1780	2360	2577
MRC2	8246	8346	6354	5719
MRE11A	53	70	55	18
MREG	31	20	51	26
MRFAP1L1	666	706	643	484
MRGPRD	0	0	0	0
MRGPRF	176	201	100	142
MRGPRG	0	0	0	0
MRGPRX1	0	0	0	0
MRGPRX2	0	0	0	0
MRI1	56	86	97	86
MRM1	10	5	7	6
MRO	0	0	0	0
MRS2	97	92	158	133
MRVI1	647	580	212	241
MS4A1	0	0	0	0
MS4A10	0	0	0	0
MS4A12	0	0	0	0
MS4A13	0	0	0	0
MS4A14	0	0	0	0
MS4A15	0	0	0	0
MS4A2	0	0	0	0
MS4A3	0	0	0	0
MS4A4A	0	0	0	0
MS4A4E	0	0	0	0
MS4A5	0	0	0	0
MS4A6A	0	0	0	0
MS4A6E	0	0	0	0
MS4A8B	0	0	0	0
MSC	210	108	210	301
MSGN1	0	0	0	0
MSH3	161	123	174	131
MSH4	1	0	1	1
MSH6	605	596	775	486
MSI1	0	0	0	0
MSI2	113	69	68	33
MSL1	763	828	702	548
MSL2	210	163	199	119
MSL3	158	161	139	145
MSLN	0	0	0	0
MSLNL	0	0	0	0
MSMB	0	0	0	0
MSMO1	368	292	465	390
MSMP	97	97	128	107
MSR1	0	1	1	2
MSRB2	103	97	105	162
MSRB3	1760	1867	2931	1783
MST1R	5	2	8	2
MST4.1	36	29	30	6
MSTN	21	3	53	14
MSTO1	23	32	34	56
MSX1	413	832	175	278
MSX2	22	19	14	23
MT1B	0	0	0	0
MT3	0	0	0	0
MT4	0	0	0	0
MTA2	559	627	708	832
MTA3	132	129	124	128
MTAP	144	236	219	198
MTBP	79	61	48	27
MTCH1	1555	1444	2265	2870
MTCP1	8	10	10	4
MTCP1NB	0	0	0	0
MTDH	2111	1775	3179	1712
MTERF	69	73	61	19
MTERFD1	86	109	141	63
MTERFD2	89	91	116	100
MTERFD3	47	60	60	34
MTF1	165	146	207	153
MTF2	135	107	152	71
MTFMT	33	30	38	49
MTFR1	205	240	332	301
MTHFD1	175	186	197	150
MTHFD1L	605	618	676	734
MTHFD2L	26	25	41	21
MTHFR	63	62	53	63
MTHFSD	16	23	24	11
MTIF2	181	135	206	91
MTIF3	234	333	278	203
MTL5	0	1	0	0
MTMR1	99	48	213	60
MTMR11	131	253	105	96
MTMR12	146	182	241	155
MTMR14	92	156	112	130
MTMR2	546	499	735	459
MTMR3	573	497	464	364
MTMR6	590	627	763	503
MTMR7	16	5	15	6
MTMR8	0	0	0	0
MTNR1A	0	0	0	0
MTNR1B	0	0	0	0
MTOR	668	601	885	557
MTPAP	99	100	147	76
MTPN	3247	2946	4261	2680
MTR	321	221	411	182
MTRR	273	272	515	428
MTSS1	13	3	14	9
MTSS1L	481	679	265	284
MTTP	0	0	0	0
MTUS1	0	6	0	1
MTUS2	6	11	3	6
MTX1	30	39	33	57
MTX2	199	228	257	185
MTX3	285	227	303	142
MUC1	17	32	9	22
MUC13	0	1	0	0
MUC15	1	1	0	1
MUC19	0	0	0	0
MUC2	0	0	0	0
MUC7	0	0	0	0
MUDENG	286	268	262	129
MUL1	372	352	462	417
MUM1	129	119	138	146
MUM1L1	0	0	0	0
MURC	141	35	163	51
MUS81	222	286	214	232
MUSK	0	2	1	0
MUT	284	435	298	296
MUTYH	40	52	36	57
MVD	106	114	155	193
MVK	71	66	43	70
MVP	1490	1863	1472	1632
MX1	7	5	0	5
MXD1	206	109	239	93
MXD3	394	467	732	1045
MXD4	628	596	526	639
MXI1	294	390	271	395
MXRA7	18	23	18	22
MYADM	446	879	449	619
MYB	1	1	6	1
MYBBP1A	209	249	525	551
MYBL1	488	526	731	149
MYBL2	62	134	15	10
MYBPC1	0	0	0	0
MYBPC3	0	0	0	0
MYBPH	10	4	1	0
MYBPHL	0	0	0	0
MYC	523	575	1114	914
MYCBP2	1223	948	1160	478
MYCBPAP	5	14	1	1
MYCL1	4	5	1	3
MYCN	0	0	0	0
MYCT1	0	0	3	0
MYD88	338	521	327	462
MYEF2	10	10	23	8
MYEOV2	91	103	168	343
MYF5	0	0	0	0
MYF6	0	0	0	0
MYH1	0	0	0	0
MYH10	1335	882	1245	823
MYH11	30	31	29	20
MYH13	1	1	0	0
MYH14	0	0	0	0
MYH15	2	0	7	0
MYH2	11	0	1	3
MYH3	16	11	13	7
MYH4	0	3	0	1
MYH6	0	0	0	0
MYH7B	11	15	10	9
MYH8	0	1	0	0
MYH9	11178	10408	11575	9529
MYL1	0	0	0	0
MYL12B	1531	2377	2063	2398
MYL3	3	1	2	5
MYL4	0	0	1	0
MYL5	24	28	37	47
MYL6B	169	227	219	388
MYL7	0	0	0	0
MYL9	4753	6662	7990	14646
MYLIP	39	55	23	35
MYLK2	0	0	1	0
MYLK3	0	0	0	1
MYLK4	2	4	3	3
MYLPF	0	0	1	0
MYNN	199	182	230	116
MYO10	2907	2110	5054	2960
MYO15A	1	5	1	3
MYO15B	1	6	4	6
MYO16	2	0	1	0
MYO18A	754	645	531	475
MYO19	279	333	372	360
MYO1A	0	0	0	0
MYO1B	4180	3963	5949	2878
MYO1C	1039	1247	1261	1130
MYO1D	2967	3029	2368	3223
MYO1E	966	572	850	652
MYO1F	13	5	4	1
MYO1G	0	0	1	0
MYO3A	0	0	0	0
MYO3B	1	1	0	1
MYO5A	744	688	919	347
MYO5B	1	0	0	0
MYO5C	3	3	1	1
MYO6	533	625	353	233
MYO7A	2	5	1	1
MYO9A	557	497	564	263
MYO9B	1229	1328	1887	1338
MYOC	0	0	2	15
MYOCD	0	0	7	0
MYOD1	0	0	0	0
MYOF	8829	8464	5708	4757
MYOG	0	0	0	0
MYOM1	4	0	1	0
MYOM2	6	7	11	11
MYOM3	41	84	93	108
MYOT	1	0	2	0
MYOZ1	2	4	4	14
MYOZ2	0	0	0	0
MYOZ3	2	0	1	0
MYPN	94	38	355	171
MYPOP	7	3	6	10
MYRIP	4	33	15	25
MYSM1	404	483	644	161
MYT1	0	0	0	0
MYT1L	0	0	0	0
MZF1	82	67	61	61
MZT1	6	5	6	3
N4BP1	554	552	482	477
N4BP2	83	127	136	44
N4BP2L1	28	25	18	15
N4BP3	0	0	3	4
N6AMT2	33	27	43	65
NAA10	151	190	236	423
NAA11	0	0	0	0
NAA15	435	349	965	396
NAA20	97	130	183	130
NAA25	246	246	460	182
NAA30	343	279	376	182
NAA35	231	186	219	128
NAA38	105	145	149	55
NAA60	282	407	272	350
NAAA	117	102	130	102
NAALAD2	5	1	3	0
NAALADL1	12	22	25	10
NAB2	643	682	832	1057
NACC2	55	74	68	55
NADK	191	213	269	239
NADKD1	209	185	246	120
NADSYN1	223	195	349	406
NAE1	276	308	377	195
NAF1	33	47	58	46
NAGA	133	199	198	238
NAGK	613	765	646	743
NAGLU	61	96	77	156
NAGPA	63	58	64	74
NAGS	9	13	13	18
NAIF1	67	62	54	46
NAIP	0	0	0	0
NALCN	28	34	48	59
NANOS1	2	2	1	3
NANOS2	0	0	0	0
NANOS3	0	1	0	1
NANP	93	106	169	136
NAP1L2	2	1	0	0
NAP1L3	162	127	232	93
NAP1L4	650	827	738	776
NAP1L5	65	40	136	71
NAPA	407	515	605	810
NAPB	173	147	130	58
NAPEPLD	49	66	34	37
NAPG	124	111	156	75
NAPRT1	35	56	29	46
NAPSA	1	3	0	0
NARF	210	207	187	287
NARFL	63	56	68	75
NARG2	37	35	41	27
NARS	1038	1176	1057	679
NARS2	59	40	97	65
NASP	173	197	161	98
NAT1	8	12	9	3
NAT10	231	210	555	572
NAT14	73	67	62	104
NAT16	0	0	0	0
NAT2	0	0	0	0
NAT6	63	74	65	67
NAT9	81	80	113	103
NAV1	1795	1156	1755	1417
NAV2	693	727	1649	1086
NAV3	847	633	1523	416
NBAS	671	439	804	582
NBEAL1	426	245	323	74
NBEAL2	31	93	60	60
NBN	540	434	715	325
NBR1	2381	1983	1647	1258
NCALD	181	295	119	182
NCAM1	12	25	14	23
NCAM2	14	20	11	4
NCAN	0	0	0	0
NCAPD2	282	331	164	155
NCAPD3	235	325	328	241
NCAPG	94	168	47	14
NCAPH	40	110	20	10
NCAPH2	138	230	189	234
NCBP1	425	382	806	535
NCBP2	207	204	373	232
NCCRP1	0	0	0	0
NCDN	254	307	369	412
NCEH1	478	631	807	389
NCF2	13	11	19	9
NCK1	324	319	403	251
NCK2	270	320	254	188
NCKAP1	2372	2069	2487	1154
NCKAP1L	0	1	0	0
NCKAP5L	420	464	381	320
NCKIPSD	70	113	104	140
NCLN	332	326	584	583
NCOA1	317	297	278	185
NCOA2	614	549	333	174
NCOA3	457	372	424	218
NCOA4	125	80	105	74
NCOA5	264	262	296	368
NCOA6	620	555	472	327
NCOA7	203	150	120	50
NCOR2	903	1464	1120	1233
NCR1	0	0	0	0
NCR2	0	0	0	0
NCR3	0	0	0	1
NCS1	917	893	1243	1227
NCSTN	1135	1100	1267	1176
NDC80	42	122	15	6
NDE1	170	196	126	130
NDEL1	11	23	30	29
NDFIP1	1062	1233	980	951
NDFIP2	432	420	588	291
NDN	288	172	406	251
NDNF	111	132	52	19
NDOR1	38	43	42	42
NDP	2	8	9	16
NDRG1	2126	2034	959	1288
NDRG2	6	3	4	8
NDRG3	281	342	209	241
NDRG4	34	65	7	14
NDST1	4915	2987	6589	3581
NDST2	161	228	137	161
NDST3	0	0	1	0
NDST4	0	0	0	0
NDUFA10	94	123	163	231
NDUFA11	0	0	0	0
NDUFA12	137	185	264	230
NDUFA6	326	300	370	447
NDUFA7	51	95	59	113
NDUFA8	254	290	398	495
NDUFAF3	181	308	289	527
NDUFAF4	16	13	32	12
NDUFB10	97	158	110	215
NDUFB11	235	291	229	431
NDUFB2	437	502	568	983
NDUFB4	40	57	64	68
NDUFB5	282	297	302	316
NDUFB6	180	239	268	337
NDUFB7	181	303	243	527
NDUFB9	216	226	271	543
NDUFS1	708	684	682	579
NDUFS2	328	384	360	445
NDUFS3	323	397	499	687
NDUFS4	305	402	331	230
NDUFS7	46	73	61	112
NDUFS8	148	180	144	270
NDUFV1	413	452	485	662
NDUFV3	105	127	172	179
NEBL	1	1	0	0
NECAB1	1	0	0	0
NECAB2	0	0	1	1
NECAB3	96	132	100	135
NECAP1	65	54	79	60
NECAP2	682	750	919	1108
NEDD1	316	369	377	127
NEDD4	423	328	650	189
NEDD4L	33	24	24	19
NEDD9	151	157	147	95
NEFH	1	6	3	6
NEFM	47	29	135	90
NEGR1	128	103	220	104
NEIL1	9	18	6	12
NEIL3	8	55	5	2
NEK1	305	327	300	100
NEK10	96	45	127	36
NEK11	89	61	84	50
NEK2	8	39	3	2
NEK3	63	100	68	43
NEK5	1	0	0	0
NEK6	982	681	848	734
NEK7	6434	7025	6469	2443
NEK8	18	28	27	26
NEK9	930	753	928	712
NELF	380	585	418	587
NELL1	0	0	0	0
NELL2	0	0	0	0
NENF	230	286	324	752
NEO1	365	702	145	224
NES	602	918	611	608
NET1	969	616	1297	332
NETO1	0	0	0	0
NETO2	137	138	73	122
NEU1	328	328	330	366
NEU2	0	0	0	0
NEU3	62	59	54	61
NEURL	1	0	0	0
NEURL1B	1	3	1	0
NEURL2	12	12	12	12
NEURL4	182	201	264	231
NEUROD1	0	0	0	0
NEUROD2	0	0	0	0
NEUROD4	0	0	0	0
NEUROD6	0	0	0	0
NEUROG1	0	0	0	0
NEUROG2	0	2	0	0
NEXN	443	832	380	346
NF1	601	445	551	271
NF2	447	543	1042	786
NFAM1	0	0	0	0
NFASC	1344	1474	2000	1349
NFAT5	1800	1074	1392	442
NFATC1	56	71	34	43
NFATC2	113	41	83	73
NFATC3	347	286	320	215
NFATC4	823	845	245	401
NFE2	3	0	0	0
NFE2L1	6374	6679	5109	4182
NFE2L2	1300	1467	1012	627
NFE2L3	16	8	16	2
NFIA	6	15	9	15
NFIB	48	4	22	6
NFIC	232	297	237	294
NFIL3	1004	676	869	1080
NFIX	497	799	413	654
NFKB1	317	350	441	505
NFKB2	171	216	165	212
NFKBIA	206	186	232	359
NFKBIB	155	159	172	164
NFKBID	11	36	12	12
